10203,10365,-4.734625,5.735875,4.376125,0.720594708817,0.892144808523,0.394130193432
10284,10445,-5.3750625,6.827625,4.769875,0.249479074461,0.338938024386,0.471106393902
10365,10527,-5.0906875,7.229875,4.7925,0.32898645845,0.310371324988,0.473732915259
10445,10614,-4.8758125,7.45075,4.5476875,0.083052106197,0.335252423556,0.229644213608
10527,10690,-4.9176875,7.58725,4.5141875,0.170597376427,0.234397232279,0.102940649618
10614,10781,-4.73482352941,7.53864705882,4.55005882353,0.255949727438,0.271415882577,0.278176725585
10700,10862,-4.5531875,7.5933125,4.233,0.203066558901,0.341334644951,0.507157150201
10781,10943,-4.6071875,7.660875,4.1096875,0.214900331186,0.330159407522,0.485006149284
10862,11023,-4.4891875,7.6333125,4.1359375,0.22655744822,0.245418703125,0.406893178357
10943,11107,-4.39625,8.0355625,4.039625,0.141317682899,0.431973229603,0.383945451041
11023,11189,-4.7303125,9.1428125,4.3844375,0.274389257887,0.892283812665,0.631465158258
11107,11277,-5.296,10.7839375,4.73575,0.343405918703,1.00243942889,0.485220246383
11189,11349,-5.531,11.5872,4.99906666667,0.631053616317,0.275734945192,0.550600819308
11277,11439,-4.96625,10.8990625,4.427375,0.790271749147,0.568794610201,1.67229807731
11358,11521,-4.5561875,9.827,3.189625,0.307059688568,0.653350881992,1.57051969404
11439,11604,-4.021,8.784875,3.0735625,0.450657575106,0.635415993169,1.34771806996
11521,11688,-3.524125,7.7464375,3.29275,0.178097541743,0.584764586046,1.0707732895
11604,11769,-3.617,6.7636875,3.7314375,0.206200448593,0.550614057071,0.743354640191
11688,11849,-3.7301875,5.791625,4.5543125,0.172039682468,0.603001023527,0.896341851552
11769,11931,-4.098875,5.208625,4.8698125,0.509101521678,0.167788883347,0.740759426092
11849,12012,-3.9839375,4.51725,4.435875,0.805214759299,0.776322299371,0.835630516063
11931,12095,-2.7550625,3.3356875,4.211375,0.90514014583,0.7136846046,0.745048645643
12012,12174,-3.034,2.97,4.6309375,1.24402637633,0.398754153583,0.708192105713
12095,12256,-4.8261875,4.2041875,5.604875,1.13337555662,1.17185073808,0.834405692319
12174,12336,-5.329625,5.1360625,6.1160625,0.450132463143,0.498507957403,0.32518792043
12256,12421,-5.55825,5.1014375,5.9778125,0.644308980614,0.331552403239,0.248701934741
