163,-0.481875,5.7071875,3.305125,0.575015747067,1.13910903883,0.535091799951
243,-0.295125,4.42575,2.4678125,0.703935088893,0.917367531309,0.756860143847
327,-0.005375,5.4265,2.50675,0.482763383424,1.62600914819,0.853752049778
406,-0.137,7.4059375,3.597875,0.675394977032,1.07312822328,1.19171871026
500,-0.103117647059,8.42994117647,4.55294117647,0.610123987626,0.417350955515,1.05967306116
577,0.0974375,8.81675,4.2245625,0.577923218165,0.418630132098,0.919319379266
668,0.0895294117647,8.79270588235,3.83241176471,0.496852933342,0.6789003015,0.647705185189
750,-0.2064375,8.9249375,3.7875625,0.169251650195,0.728275829335,0.603042905682
831,-0.087875,9.308625,3.63975,0.245908233646,0.295874524714,0.795687477908
913,-0.0016875,9.338,3.6463125,0.28820451045,0.216755334421,0.763488925816
1002,0.155125,9.618625,3.5003125,0.390726226884,0.315874356944,0.451362481653
1073,0.392125,9.86175,3.314875,0.288846818184,0.196715371794,0.47088704524
1166,0.262588235294,9.69288235294,2.86635294118,0.298593774574,0.447794711677,0.4641978459
1247,0.3365,9.6384375,2.810875,0.279573782748,0.54452719959,0.370553618758
1329,0.569375,9.9665,2.5504375,0.297033852237,0.473788454904,0.55641890343
1408,0.609375,10.256875,2.4504375,0.307734438071,0.294074793845,0.435813172235
1496,0.5524375,10.633375,2.4833125,0.229076125106,0.50144851119,0.473879166923
1574,0.7918125,11.7746875,2.4120625,0.355353911395,1.18008578707,0.448618221424
1665,0.905235294118,13.0542941176,3.14288235294,0.203471498051,0.979841509675,0.6250044595
1747,0.769125,12.5539375,2.86,0.172355691449,0.879412337072,0.832524774406
1825,0.747,11.2917333333,2.42433333333,0.247703048023,0.590484260774,0.315425145196
1907,0.714615384615,10.4977692308,2.41330769231,0.260149524597,0.272798926754,0.383126487371
