298,461,0.498117647059,10.4951176471,-1.02311764706,0.0558473574634,0.384934353816,0.227819299485
381,543,0.566875,10.6333125,-1.2461875,0.0765652295432,0.247915993521,0.118685623998
461,627,0.6500625,10.669875,-1.355625,0.1098410606,0.273129061755,0.278826979281
543,709,0.730875,10.762625,-1.0618125,0.210129684659,0.242740055152,0.61889338932
627,794,0.65425,10.5058125,-0.427375,0.394999762658,0.666439064989,0.76951071102
709,873,0.6544,10.6194666667,-0.416933333333,0.429858240199,0.74283778998,0.691690341763
794,955,0.754,11.0133333333,-0.972466666667,0.29781627446,0.261688024606,0.371211326456
880,1041,1.0144,10.7221333333,-1.29226666667,0.355145378683,0.37675577707,0.299473419336
963,1132,1.0861875,9.9190625,-1.191125,0.291976929472,0.500407392625,0.397608141736
1048,1215,0.6775,9.4719375,-1.313875,0.292844241876,0.159789106618,0.414762865231
1132,1294,0.6142,9.4114,-1.73666666667,0.470344866384,0.169666653569,0.271737046098
1215,1383,0.6458125,9.486375,-2.36075,0.503309946597,0.183363666998,0.527148046093
1300,1467,0.5428125,9.14525,-3.1956875,0.326917844945,0.4557741354,0.51284497155
1383,1552,0.5870625,8.1684375,-3.503875,0.291873574675,0.74704877424,0.3409878801
1467,1633,0.473375,6.9676875,-3.248875,0.322950436406,0.858561203319,0.400200399019
1552,1720,0.3890625,6.1691875,-2.9776875,0.230883484887,0.516354313765,0.29796365524
1633,1801,0.57875,6.3488125,-3.1051875,0.198158553941,0.531407825821,0.366429600802
1720,1886,0.579875,7.0760625,-3.4906875,0.223723008148,0.646310148917,0.37515592071
1801,1965,0.547733333333,7.64413333333,-3.5408,0.166543874766,0.567668314736,0.363401008988
1886,2054,0.713375,7.8229375,-3.3105625,0.199555404274,0.452142603162,0.349350820943
1974,2146,0.763466666667,8.00546666667,-3.0562,0.229490411322,0.52094694121,0.292779826263
2054,2215,0.632066666667,8.27053333333,-2.98726666667,0.305046983631,0.425916872432,0.370789152424
2156,2318,0.485866666667,8.56613333333,-3.0358,0.322974068447,0.424338366035,0.36376534561
2225,2386,0.554769230769,9.22453846154,-3.15153846154,0.297216355758,0.568756351158,0.351607651834
2318,2483,0.601466666667,10.0524,-3.1988,0.249379728304,0.381367679106,0.313545360886
2408,2570,0.540066666667,10.3212666667,-3.01746666667,0.233471045076,0.321801070366,0.109295237265
2493,2658,0.453625,10.586,-2.777375,0.284094807019,0.344680105315,0.286311428998
2577,2741,0.5004375,11.0319375,-2.3565625,0.324201705877,0.438468281172,0.287649302265
2658,2825,0.6296875,11.3605,-1.9009375,0.247006254665,0.29477427805,0.330249047832
2741,2910,0.6494375,11.906375,-1.875125,0.302050899839,0.616855420155,0.3552931668
2825,2997,0.492625,12.6545625,-1.9883125,0.344861543775,0.3815740375,0.256512114419
