1965,   0.680,  7.575, -3.247
1974,   0.881,  7.393, -3.630
1984,   1.082,  7.633, -3.591
1994,   1.120,  8.054, -3.361
2006,   0.948,  8.456, -2.921
2014,   0.785,  8.523, -2.911
2024,   0.536,  8.159, -2.950
2034,   0.450,  7.748, -2.749
2044,   0.575,  6.914, -3.294
2054,   0.737,  7.288, -3.496
2067,   0.670,  8.016, -3.390
2075,   0.594,  8.562, -3.170
2085,   0.718,  8.801, -2.940
2095,   1.034,  8.638, -2.729
2108,   1.082,  8.073, -2.777
2116,   0.709,  7.623, -2.643
2146,   0.412,  7.594, -2.921
2156,   0.182,  7.968, -3.371
2156,  -0.038,  7.709, -3.208
2156,   0.335,  8.294, -3.381
2168,   0.709,  8.859, -3.247
2176,   0.881,  8.878, -2.519
2193,   0.948,  8.533, -2.327
2202,   0.795,  8.102, -2.576
2215,   0.450,  8.408, -3.610
2225,   0.345,  8.121, -3.476
2241,   0.460,  8.523, -3.084
2257,   0.737,  9.088, -3.227
2265,   0.393,  8.581, -2.758
2275,   0.172,  8.485, -2.892
2292,   0.000,  8.543, -2.796
2302,   0.153,  8.849, -3.103
2318,   0.948,  9.519, -3.333
2327,   0.996,  9.720, -2.988
2342,   0.843,  9.682, -2.873
2350,   0.546,  9.337, -2.787
2362,   0.632,  9.452, -3.850
2377,   0.690,  9.855, -3.716
2386,   0.642, 10.285, -3.563
2395,   0.373, 10.496, -3.496
2408,   0.086, 10.276, -3.285
2420,   0.153,  9.989, -3.084
2429,   0.622,  9.864, -2.998
2442,   0.977, 10.343, -3.036
2455,   0.766, 10.602, -3.141
2462,   0.661, 10.544, -3.275
2475,   0.527, 10.285, -3.036
2483,   0.508, 10.056, -2.854
2493,   0.757,  9.960, -2.969
2506,   0.699,  9.950, -2.969
2517,   0.651, 10.065, -3.074
2524,   0.460, 10.276, -3.084
2537,   0.172, 10.563, -2.854
2554,   0.172, 10.851, -2.883
2557,   0.354, 10.822, -2.940
2570,   0.622, 10.649, -3.065
2577,   0.728, 10.343, -3.026
2590,   0.527, 10.247, -2.701
