4566,   0.373,  8.830, -2.557
4576,  -0.019,  9.203, -2.892
4586,  -0.297,  9.261, -3.026
4598,  -0.393,  9.175, -2.854
4607,  -0.326,  9.079, -2.509
4617,  -0.306,  8.973, -2.193
4627,  -0.306,  9.127, -2.136
4637,  -0.527,  9.414, -2.251
4649,  -0.728,  9.969, -2.595
4659,  -0.824, 10.515, -2.863
4669,  -0.929, 10.745, -3.007
4682,  -1.044, 10.822, -3.017
4691,  -1.274, 10.764, -2.758
4701,  -1.331, 10.707, -2.653
4715,  -1.255, 10.937, -2.471
4727,  -1.044, 11.195, -2.356
4734,  -0.852, 11.511, -2.193
4755,  -0.766, 11.856, -1.963
4758,  -0.814, 12.163, -1.800
4764,  -0.939, 12.402, -1.657
4885,  -1.101, 12.431, -1.705
4890,  -1.274, 12.249, -1.867
4890,  -1.255, 12.086, -2.107
4893,  -1.188, 11.981, -2.318
4895,  -1.006, 11.981, -2.298
4900,  -0.910, 12.048, -2.116
4902,  -0.891, 12.067, -1.810
4905,  -0.881, 12.105, -1.389
4905,  -1.015, 12.067, -1.063
4905,  -1.226, 11.961, -0.919
4913,  -1.513, 11.741, -0.939
4915,  -1.867, 11.358, -1.082
4923,  -2.164, 10.908, -1.331
4925,  -2.394, 10.525, -1.580
4926,  -2.490, 10.362, -1.810
4936,  -2.298, 10.420, -1.800
4942,  -1.695, 10.496, -1.408
4950,  -1.456, 10.477, -1.063
4959,  -1.331, 10.534, -0.728
4969,  -1.331, 10.831, -0.450
4979,  -1.551, 11.291, -0.259
4989,  -1.762, 11.779, -0.192
4999,  -1.954, 11.942, -0.086
5067,  -2.030, 11.933, -0.077
5068,  -2.021, 11.847, -0.086
5068,  -1.963, 11.875,  0.010
5068,  -1.867, 12.028,  0.067
5068,  -1.686, 12.172,  0.038
5068,  -1.417, 12.316, -0.048
5073,  -1.245, 12.335, -0.115
5083,  -1.264, 12.182, -0.115
5093,  -1.408, 12.019, -0.067
5103,  -1.657, 11.952, -0.048
5113,  -1.963, 11.952, -0.019
5124,  -2.260, 11.961, -0.144
5134,  -2.471, 12.009, -0.192
5161,  -2.547, 12.115, -0.249
5182,  -2.538, 12.287, -0.278
5182,  -2.365, 12.421, -0.220
5182,  -2.203, 12.574, -0.201
5184,  -2.040, 12.641, -0.201
5194,  -1.973, 12.584, -0.230
5204,  -2.002, 12.546, -0.278
5217,  -2.059, 12.574, -0.345
